question,retreived chunk,context,answer,source
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"Defense) List of partners' names Internal regulations and rules of the facility Approved facility layout Recent license of the facility Letter to apply for the renewal of the license A copy of the RIAYATI system Registration in Tatmeen Additional documents for hospital and one day surgery centers: JCI certificate for the quality of health services or other accreditations (such as, Canadian and Australian accreditation) Additional documents for schools and nurseries: A letter clarifying the total number of students, including gender and grade in which they are studying, and the capacity.",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"photos with white background A character reference (document available in Customer Happiness Centers) must be completed by the owner; licensing procedures will resume after the approval of the authority concerned. A non-national can own a health facility provided that the local authority to which the facility belongs issues an approval letter regarding the percentage of foreign ownership. An electric elevator must be installed if the facility consists of high floors. Compliance with engineering conditions and standards for licensing health facilities (regulations for healthcare facilities.) Initial approval will be valid for six (6) months only, which is the period granted to the owner to meet all the technical requirements and conditions for obtaining the MOHAP license. The initial approval does not imply the approval to practice or operate the facility; it is only granted in order to complete the procedures required to obtain the license. FAQ’s How can I get a letter of No",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"it is only granted in order to complete the procedures required to obtain the license. FAQ’s How can I get a letter of No objection/ to whom it may concern, to process transactions with other government entities? You can visit the Customer Happiness Center in the Medical District where the facility is located Service completion duration Approval of the application: 1 working day Final licensing: 2 working days Engineering team approval: Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to10 working days Service fees License Application Fees: AED 100 Initial Inspection Fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED 2,000 General Clinic/Specialist Clinic/Medical Center/Medical Diagnosis Center/Rehabilitation Center: AED 1,000 Verifying Site Plan Fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED2,000 General Clinic/Specialist Clinic/Medical",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"approval of inspection: An application letter from the owner requesting the license of the medical facility A letter addressed 'To whomsoever it may concern' The plan of the facility Photos of the site Statement of the total number of students, including gender and school stage, and the capacity of the facility (in the case of school and nursery clinics) Initial approval of the license: The facility's plan with initial approval from MOHAP engineers License of the Department of Economic Development Application letter of the facility Security clearance of owner Proof of owner's qualifications Final approval of inspection: The facility's plan with initial approval of MOHAP engineers The facility's plan with final approval of MOHAP engineers Final approval of the license: External billboard of the facility Medical waste agreement List of medical equipment Services price list License of radiation protection (issued by the Federal Authority for Nuclear Regulation) Trade license issued by",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
Which specific document must be completed at the Customer Happiness Centers by the owner of a healthcare facility applying for licensing?,"The customer (facility) must pay the fee through the website, after which the application will be automatically transferred to the Ministry of Health and Prevention. 6 The officer concerned will conduct the final review of the application with fee payment and accept the application. If the conditions are met, the initial license, renewal, cancellation, or change of title will be approved. 7 If the application requires a final license (issuance of a new license, re-licensing or transfer of a license), the customer (facility) must submit the required documents to the Ministry of Health and Prevention. 8 The employee concerned will approve the application, provided all conditions are met, and issue the final license. Conditions & Requirements The facility must have a registered nurse for every two doctors employed. A certificate of medical fitness from the Department of Preventive Medicine, if the doctor is 60 years or older. Service completion duration 3 working days Service fees",This service requires a character reference for licensing a healthcare facility under MOHAP regulations.,"The owner must complete a character reference document, which is available at the Customer Happiness Centers.",https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"approval of inspection: An application letter from the owner requesting the license of the medical facility A letter addressed 'To whomsoever it may concern' The plan of the facility Photos of the site Statement of the total number of students, including gender and school stage, and the capacity of the facility (in the case of school and nursery clinics) Initial approval of the license: The facility's plan with initial approval from MOHAP engineers License of the Department of Economic Development Application letter of the facility Security clearance of owner Proof of owner's qualifications Final approval of inspection: The facility's plan with initial approval of MOHAP engineers The facility's plan with final approval of MOHAP engineers Final approval of the license: External billboard of the facility Medical waste agreement List of medical equipment Services price list License of radiation protection (issued by the Federal Authority for Nuclear Regulation) Trade license issued by",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"3 Submit an application for initial inspection. 4 Once the initial inspection is approved, submit an application to study the architectural plan and pay the fee. 5 Once the site plan is approved, the initial approval for inspection will be issued. 6 Proceed with obtaining license requirements from different government departments, such as Civil Defense. 7 Apply for licensing of medical staff (doctors, technicians, nurses). 8 Apply for final inspection. 9 Once the final inspection is approved, pay the final licensing fee and submit the final approval request with the remaining documents. 10 License will be issued electronically and sent via email. It can also be downloaded from the website. Conditions & Requirements The facility must have been open and practicing its commercial activity with a valid license for more than 6 months. The number of doctors and technicians employed must be consistent with the new facility type. Service completion duration Approval of the license",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"to change the facility's location, and pay the fee. 3 Submit an application for initial inspection and pay the fee. 4 Once the initial inspection is approved, submit an application to study the architectural plan and pay the fee. 5 Once the site plan is approved, the initial approval for inspection and no objection certificate from the government authorities concerned (such as economic departments and municipalities) will be issued. 6 Proceed with finalizing the license requirements of relevant government departments, such as Civil Defense. 7 Submit an application for final inspection. 8 Once final inspection is approved, pay the final fee and submit the remaining documents. 9 License will be issued electronically and sent via email. It can also be downloaded via the website. Conditions & Requirements License must be valid for more than 6 months. Relocation of medical facilities may only be done after obtaining the final approval of the site plan from MOHAP engineers. Service",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,Form DWG Department name Licensing and Accreditation Sector name Health Regulation Main service Medical Establishment Licencing and Registration Service Code 110-03-021-045 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Related Services Departments of Economic Development: Issue Trade License Service Bundle This service is not linked to any bundles Number of Transactions 16 Notes None Required Documents Primary inspection: Letter requesting the medical facility's location change Latest trade license issued by the Department of Economic Development Latest license of the facility issued by MOHAP Site plan approved by MOHAP engineers Final inspection:Final approval: Establishment Croak Plan Initially Approved By MOHAP Engineer Establishment Croak Plan which should be Approved Finally By MOHAP Engineer Final approval: Establishment Croak Plan Finally Approved By MOHAP Engineer Economic Department License,This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the exact document required from the Department of Economic Development for the final approval of a medical facility license?,"initial inspection is approved, submit an application to study the architectural plan and pay the fee. 5 Once the site plan is approved, the initial approval for inspection will be issued. 6 Apply for initial license approval and pay the application fee. 7 Obtain the license requirements from relevant government entities, such as Civil Defense. 8 Apply for licensing of the medical staff (doctors, technicians, nurses). 9 Apply for final inspection. 10 Once the final inspection is approved, pay the final licensing fee and submit the remaining documents. 11 License will be issued electronically and sent via email. It can also be downloaded via the website. Conditions & Requirements The following documents are required to be attached to the owner's page: A copy of the owner's passport A copy of the owner’s family book A copy of Emirates ID Recent passport-size photos with white background A character reference (document available in Customer Happiness Centers) must be completed by the",This document is part of the final approval process for healthcare facilities applying for a license under MOHAP.,A trade license issued by the Department of Economic Development is required for the final approval of a medical facility license.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,"Appeal Against Medical Licensing Committee Decisions Start Service Bookmark service Service completion duration 30 working days View more Service fees Free About the Service This service enables the owners of medical and pharmaceutical establishments, and members of their medical and technical teams, to appeal the decisions of the Medical Licensing Committee. Service Process 1 An appeal against the decision of the Medical or Pharmaceutical Licensing Committee should be submitted to the Office of the Minister of Health and Prevention. 2 The appeal will then be transferred to the Public Health Policy and Licensing Sector (Health Governance Section). 3 The relevant documents will be submitted to the Grievance Committee. 4 A letter of response to the appeal will be sent after it has been studied by the Grievance Committee. Conditions & Requirements Appeals may be lodged within 15 days from the date of receiving the decision of the Medical Licensing Committee. Service completion duration",This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,Practitioners and Medical Professionals - PDF 376KB Department name Licensing and Accreditation Sector name Health Regulation Main service Licensing of medical professions Service Code 110-40-008-038 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Related Services This service is not linked to any other services Service Bundle This service is not linked to any bundles Number of Users 211 Number of Transactions 74 Notes None Required Documents Letter requesting the change in the title submitted by the facility Copy of business card Copy of assessment certificate,This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,"lodged within 15 days from the date of receiving the decision of the Medical Licensing Committee. Service completion duration 30 working days Service fees Free Service channels Service Centers Service locations Customer Happiness Center, Ministry of Health and Prevention office, Dubai, Muhaisnah 2 from Sunday to Thursday (7:00 am - 15:30 pm) Medical areas related to MOHAP in Sharjah and the northern emirates: from Sunday to Thursday (7:30 am to 14:30 pm) Payment channels E- Payment Target audience Companies and investors in the health, health products and pharmaceutical sectors Resources Appeal Against Medical Licensing Committee Decisions Department name Empowerment & Health Compliance Sector name Health Regulation Main service Control and Inspection Service Code 110-07-006-006 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Required Documents A letter of appeal addressed to the Minister of Health and Prevention, and no other agent",This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,"to a Healthcare Event - PDF 370KB Department name Licensing and Accreditation Sector name Health Regulation Main service Healthcare Advertisement Licencing Service Code 110-05-030-030 Service Classfication Transactional Service Type Government to Business Sub Service Type Auxiliary Related Services This service is not linked to any other services Service Bundle This service is not linked to any bundles Notes None Required Documents The e-system allows the use of the original approved application, under a new number, with the required documents attached",This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the specific service classification for the 'Appeal Against Medical Licensing Committee Decisions' service?,"a Healthcare Advertisement in a Medical or Commercial Directory - PDF 361KB Department name Licensing and Accreditation Sector name Health Regulation Main service Healthcare Advertisement Licencing Service Code 110-05-029-000 Service Classfication Transactional Service Type Government to Business Sub Service Type Variation Related Services This service is not linked to any other services Service Bundle This service is not linked to any bundles Number of Transactions 1701 Required Documents Valid licences of the service provider Valid registration or classification certificates of any products or pharmaceuticals mentioned in the advertisement (if any) Additional documents may be requested depending on the format of the advertisement (such as design, text, images or storyboard)",This service allows businesses and professionals to appeal decisions made by the Medical Licensing Committee.,The service classification for this appeal is 'Transactional' and the service type is 'Government to Business'.,https://mohap.gov.ae/en/services/appeal-against-medical-licensing-committee-decisions
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"of medical facilities may only be done after obtaining the final approval of the site plan from MOHAP engineers. Service completion duration Approval of the application: 1 working day Final licensing: 2 working days Engineering team approval: Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to10 working days Service fees Application fee for transferring the location of a facility: AED 100 Service fees for transferring the location of a facility: AED 100 Initial Inspection fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED 2,000 General Clinic/Specialist Clinic/Medical Center/Medical Diagnosis Center/Rehabilitation Center: AED 1,000 Verifying site plan fees: Hospital/Convalescent Home/Fertility Center/Emergency Center/Home Medical Center: AED 2,000 General Clinic/Specialist Clinic/Medical Center/Medical Diagnosis Center/Rehabilitation Center: AED 1,000 Re-verifying geographical site",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"and technicians employed must be consistent with the new facility type. Service completion duration Approval of the license application: 1 working day - Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to 10 working days Final licensing: 2 working days Engineering team approval: Initial inspection: 2 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to10 working days Service fees Application fee: AED 100 Initial inspection fee: Hospital, convalescent home, fertility center, emergency center, home medical center: AED 2,000 General clinic, specialist clinic, medical center, medical diagnosis center, rehabilitation center: AED 1,000 Verifying site plan fee: Hospital, convalescent home, fertility center, emergency center, home medical center: AED 2,000 General clinic, specialist clinic, medical center, medical diagnosis center, rehabilitation center: AED 1,000 Re-verifying architectural site",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"Submit an application for initial inspection and pay the fee. 4 Once the initial inspection is approved, the initial licensing approval and a no objection certificate will be issued for government entities (such as economic departments and municipalities). 5 Proceed with finalizing the requirements and licenses from other government departments, such as Civil Defense. 6 Apply for licensing of medical staff (doctors, technicians, nurses). 7 Once all the requirements are met, pay the fee, apply for final approval, and attach the required documents. 8 Once approved, the license will be issued through the e-system and sent via email. It can also be downloaded from the website. Conditions & Requirements To apply for this service, the facility's license must be cancelled. Service completion duration Approval of the license application: 5 working days Verification of the facility plan: 5 to 7 working days Final inspection: 7 to 10 working days Final licensing: 5 working days Service fees",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"an approval letter regarding the percentage of foreign ownership. Who should be licenced at the manufacturing facility? To obtain the final approval for the license, the facility should appoint a licensed experienced pharmacist in the following roles: Technical manager Quality manager Production manager Service completion duration Categories: Pharmacies, warehouses, marketing offices, warehouses for re-export: 3 working days Manufacturing facilities of pharmaceuticals and medical device: Handling the first licensing step (primary approval): Within 5 working days from the application receiving date Assigning inspection team to audit the compliance with good manufacturing practice (GMP): 10 days from the date of receiving the request Issuance of the certificate of compliance with current good manufacturing practice (c-GMP): 5 working days from the date of generation of the visit report. It is recommended to issue a GMP certificate. Issuing MOHAP facility license upon completing the",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
What is the minimum number of days it takes to receive engineering team approval after submitting a request for health facility inspection?,"3 Submit an application for initial inspection. 4 Once the initial inspection is approved, submit an application to study the architectural plan and pay the fee. 5 Once the site plan is approved, the initial approval for inspection will be issued. 6 Proceed with obtaining license requirements from different government departments, such as Civil Defense. 7 Apply for licensing of medical staff (doctors, technicians, nurses). 8 Apply for final inspection. 9 Once the final inspection is approved, pay the final licensing fee and submit the final approval request with the remaining documents. 10 License will be issued electronically and sent via email. It can also be downloaded from the website. Conditions & Requirements The facility must have been open and practicing its commercial activity with a valid license for more than 6 months. The number of doctors and technicians employed must be consistent with the new facility type. Service completion duration Approval of the license",This service involves inspecting the facility before approval is granted for licensing.,It takes a minimum of 2 working days to receive engineering team approval after submitting an inspection request.,https://mohap.gov.ae/en/services/licensing-of-private-medical-facilities
